Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Lithuania,LTU,..,..,18.77329948,20.43148022,22.13884698,23.9061689,25.39488925,27.71688997,26.6551363,27.78614917,28.70492982,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Luxembourg,LUX,..,..,29.38581191,31.34209702,33.1508117,32.87569624,32.40132584,33.27802707,34.80133616,35.9495712,36.73188091,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,"Macao SAR, China",MAC,..,0.863843374,23.9531612,24.18287748,24.70530801,25.19980669,25.9699021,26.80132421,28.06313327,29.07823141,29.9996797,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,"Macedonia, FYR",MKD,..,..,8.62467475,11.08196013,12.30801212,13.38306661,14.8307232,16.06362693,16.79417046,17.18245007,17.87658467,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Madagascar,MDG,..,..,0.017504078,0.02232664,0.025574572,0.03160672,0.139396788,0.165706639,0.105358222,0.097766118,0.057181677,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Malawi,MWI,..,..,0.00697401,0.007095149,0.007226736,0.011191956,0.00778299,0.053640728,0.050870086,0.033826949,0.04882714,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Malaysia,MYS,..,..,4.868812016,5.590435002,7.419055883,8.716237662,9.989423024,9.889300607,10.13982558,9.995766557,8.74052135,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Maldives,MDV,..,..,4.893848198,4.811362072,4.775341271,5.313226735,5.335921665,5.89844735,5.643794159,6.473807269,7.219795336,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Mali,MLI,..,..,0.04012696,0.060799617,0.057336067,0.058834395,0.029083913,0.019011022,0.018962183,0.021520935,0.034617706,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Malta,MLT,..,0.40635145,23.33886254,26.87716378,29.63921288,30.1808817,31.73665853,33.33535352,35.23385083,37.84560302,39.62464925,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Marshall Islands,MHL,..,..,..,..,..,..,..,2.439487784,2.599863564,1.887041685,1.875785485,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Mauritania,MRT,..,..,0.17166725,0.192686338,0.160939985,0.16528198,0.176415997,0.193630652,0.200780182,0.236212522,0.254734895,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Mauritius,MUS,..,..,4.292442959,5.940052541,7.631846027,9.574381939,11.35889677,13.05043463,14.56989587,15.74688831,16.90481302,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Mexico,MEX,..,0.014440627,6.551936578,8.281171708,8.977171786,9.689971115,10.8213066,10.42068422,10.52714187,11.78393966,12.67391803,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,"Micronesia, Fed. Sts.",FSM,..,..,..,..,0.963143825,..,..,1.992293504,2.975852478,3.137085966,3.011355538,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Moldova,MDA,..,..,3.168614963,5.207018272,7.577782853,10.05733111,11.90875434,13.45969436,14.7107512,15.54901787,16.33049773,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Monaco,MCO,..,2.493687853,36.42885165,36.900369,37.45420003,42.72563807,43.26352484,44.66178531,46.76088898,47.89665971,48.22029947,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Mongolia,MNG,..,..,1.234563212,1.499762557,2.829392297,3.41484615,3.93941106,4.921641677,6.845490844,7.117462924,7.63054255,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Montenegro,MNE,..,..,6.425129597,9.578339318,10.42852673,10.42658916,14.1314901,15.40450897,16.71053605,18.08268282,18.48166124,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Morocco,MAR,..,..,1.59336325,1.533106386,1.594378548,1.856574217,2.120285256,2.556762497,2.966153224,3.379554393,3.650809834,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Mozambique,MOZ,..,..,0.048918123,0.058850157,0.072277751,0.115428894,0.116801725,0.111683351,0.139708504,0.156958453,0.144932226,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Myanmar,MMR,..,..,0.019531396,0.045090763,0.04419306,0.041829381,..,..,..,0.060779929,0.055394164,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Namibia,NAM,..,..,0.015160194,0.022253345,0.433003345,0.794095286,1.064577964,1.551676605,1.755204882,1.930763218,2.1912609,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Nauru,NRU,..,..,..,..,9.476309227,..,..,..,..,..,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Nepal,NPL,..,..,0.04571531,0.064336171,0.224156165,0.348559143,0.83939301,1.120451414,0.891164315,1.064340033,0.779583579,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Netherlands,NLD,..,1.639358423,35.17288001,37.00800457,38.09152836,38.98911966,39.81089407,40.526924,40.77378418,41.73008565,42.16312001,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,New Caledonia,NCL,..,..,10.63154422,13.63419313,15.50294465,17.12145597,18.92121428,20.89701204,22.4382659,21.04185113,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,New Zealand,NZL,..,0.120735131,21.3866578,23.64906206,24.99922164,26.68827707,28.52112581,29.20705293,30.97982598,31.56603565,32.39907664,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Nicaragua,NIC,..,0.013723015,0.762387608,1.369902368,1.258611637,1.44098046,1.690863061,2.165734339,1.805870355,1.858991674,2.791422884,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Niger,NER,..,..,0.004186487,0.006534689,0.009437674,0.012803227,0.021384805,0.035892003,0.049636354,0.057088349,0.067888574,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Nigeria,NGA,..,..,0.044823002,0.052746468,0.062055837,..,0.008457431,0.008665709,0.008817092,0.007896539,0.014891556,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Norway,NOR,..,0.518682546,33.01483505,34.49873843,35.23341983,36.1198393,37.20005006,37.89103037,38.82872172,39.71267249,40.37083807,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Oman,OMN,..,..,1.251078167,1.544406329,2.089220371,2.585879143,3.419552378,4.247553438,4.509445072,5.609576065,6.190953212,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Pakistan,PAK,..,..,0.100643033,0.230242691,0.455957357,0.662045266,0.846622047,0.89386286,1.084995545,0.953099019,0.859311935,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Palau,PLW,..,..,0.548744315,0.697994495,1.167562286,2.513830923,4.326876747,8.62893202,5.261411575,5.748907989,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Panama,PAN,..,..,5.521066673,6.482051503,7.0223766,7.56207687,7.751636452,7.951668793,7.897698864,7.928250347,9.548675545,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Papua New Guinea,PNG,..,..,0.045596948,0.066414818,0.08893496,0.106944597,0.128365943,0.154344975,0.176562457,0.196545542,0.21827333,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Paraguay,PRY,..,0.002803606,0.205259617,1.219951593,1.385400391,1.827160013,2.035960075,2.301811374,2.67615303,3.140335865,3.350441407,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Peru,PER,..,0.004146141,2.534662296,2.86049054,3.186646678,4.091749531,4.81123657,5.309563731,5.74296395,6.416508727,6.721873355,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Philippines,PHL,..,..,1.157133017,1.874496117,..,1.884203303,2.219699958,2.614804906,2.897204314,4.783941598,5.457909609,..
